,index,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,PavedDrive,SaleCondition,Electrical,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,GarageArea,GarageCars,BsmtHalfBath,BsmtFullBath,MasVnrArea,GarageYrBlt,LotFrontage,SaleType,Exterior1st,Exterior2nd,KitchenQual,Utilities,Functional,MSZoning,MasVnrType,BsmtFinType1,BsmtFinType2,BsmtExposure,BsmtQual,BsmtCond,GarageType,GarageFinish,GarageQual,GarageCond,FireplaceQu
1405,1406,120,3842,8,5,2004,2005,1646,0,0,1646,2,0,2,1,5,1,128,53,0,0,155,0,0,1,2008,Pave,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1373.0,0.0,221.0,1594.0,482.0,2.0,1.0,1.0,174.0,2004.0,44.0,WD,CemntBd,CmentBd,Gd,AllPub,Typ,RM,Stone,GLQ,Unf,Gd,Ex,TA,Attchd,Fin,TA,TA,Gd
1406,1407,85,8445,5,7,1972,2007,768,0,0,768,1,0,2,1,5,0,58,0,0,0,0,0,0,3,2009,Pave,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,656.0,0.0,112.0,768.0,396.0,2.0,0.0,1.0,0.0,1988.0,70.0,WD,HdBoard,Wd Shng,TA,AllPub,Typ,RL,None,GLQ,Unf,Av,Gd,TA,Detchd,Unf,TA,TA,Gd
1407,1408,20,8780,5,5,1985,1985,833,0,0,833,1,0,3,1,5,0,0,0,0,0,0,0,0,3,2009,Pave,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,Y,Normal,SBrkr,625.0,0.0,208.0,833.0,0.0,0.0,0.0,1.0,0.0,1985.1309814453125,75.54790496826172,WD,HdBoard,Plywood,TA,AllPub,Typ,RL,None,ALQ,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
1408,1409,70,7740,4,7,1910,1950,741,622,0,1363,1,0,3,1,6,0,0,0,0,0,168,0,0,6,2010,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,Y,Normal,SBrkr,0.0,0.0,622.0,622.0,528.0,2.0,0.0,0.0,0.0,1966.0,60.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RM,None,Unf,Unf,No,Fa,TA,Detchd,Unf,TA,TA,Gd
1409,1410,60,20544,7,6,1986,1991,1236,857,0,2093,2,1,3,1,7,1,364,63,0,0,0,0,0,11,2008,Pave,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,Gd,CBlock,GasA,Gd,Y,Y,Normal,SBrkr,0.0,0.0,791.0,791.0,542.0,2.0,0.0,0.0,123.0,1986.0,46.0,WD,Plywood,Plywood,TA,AllPub,Typ,RL,BrkFace,Unf,Unf,No,Gd,TA,Attchd,Fin,TA,TA,TA
1410,1411,60,12420,7,5,2001,2001,944,896,0,1840,2,1,3,1,6,0,0,45,0,0,0,0,0,6,2009,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,666.0,0.0,278.0,944.0,622.0,2.0,0.0,1.0,0.0,2001.0,79.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,GLQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
1411,1412,50,9600,6,8,1950,2005,1112,556,0,1668,1,1,3,1,6,0,0,0,0,0,0,0,0,9,2009,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,TA,Gd,CBlock,GasA,Ex,Y,Y,Normal,SBrkr,120.0,0.0,736.0,856.0,271.0,1.0,0.0,0.0,0.0,1950.0,80.0,WD,VinylSd,VinylSd,TA,AllPub,Min2,RL,None,BLQ,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
1412,1413,90,7200,4,5,1949,1950,1040,0,0,1040,2,0,2,2,6,0,0,0,0,0,0,0,0,6,2009,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,TA,TA,Slab,Wall,Fa,N,Y,Normal,FuseF,0.0,0.0,0.0,0.0,420.0,2.0,0.0,0.0,0.0,1956.0,60.0,WD,BrkFace,Stone,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
1413,1414,20,10994,8,5,2005,2006,1844,0,0,1844,2,0,2,1,7,1,165,44,0,0,0,0,0,9,2009,Pave,IR1,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Abnorml,SBrkr,976.0,0.0,868.0,1844.0,620.0,2.0,0.0,1.0,366.0,2005.0,88.0,COD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,Stone,GLQ,Unf,No,Gd,Gd,Attchd,Fin,TA,TA,Gd
1414,1415,50,13053,6,7,1923,2000,1053,795,0,1848,1,1,4,1,8,1,0,0,0,0,220,0,0,6,2008,Pave,Reg,Bnk,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gambrel,CompShg,TA,TA,BrkTil,GasA,Gd,Y,N,Normal,SBrkr,0.0,0.0,833.0,833.0,370.0,2.0,0.0,0.0,0.0,1922.0,64.0,WD,Wd Sdng,Wd Sdng,Gd,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
1415,1416,120,3635,7,5,2007,2007,1569,0,0,1569,2,0,1,1,7,1,143,20,0,0,0,0,0,5,2009,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,988.0,0.0,398.0,1386.0,660.0,3.0,1.0,0.0,130.0,2007.0,51.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,ALQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,TA
1416,1417,190,11340,4,6,1885,1950,1246,1044,0,2290,2,0,4,2,11,0,0,0,114,0,0,0,0,4,2010,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,N,Normal,SBrkr,0.0,0.0,777.0,777.0,560.0,2.0,0.0,0.0,0.0,1971.0,60.0,WD,VinylSd,AsbShng,TA,AllPub,Typ,RM,None,Unf,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
1417,1418,60,16545,8,5,1998,1998,1310,1140,0,2450,2,1,3,1,7,1,0,126,0,0,0,0,0,5,2009,Pave,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,781.0,0.0,503.0,1284.0,1069.0,3.0,0.0,1.0,731.0,1998.0,97.56717681884766,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,GLQ,Unf,Mn,Gd,TA,Attchd,Fin,TA,TA,TA
1418,1419,20,9204,5,5,1963,1963,1144,0,0,1144,1,1,3,1,6,0,0,88,0,0,0,0,0,8,2008,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,25.0,872.0,247.0,1144.0,336.0,1.0,0.0,1.0,0.0,1962.0,71.0,COD,HdBoard,HdBoard,TA,AllPub,Typ,RL,None,BLQ,Rec,No,TA,TA,Detchd,Unf,TA,TA,Gd
1419,1420,20,16381,6,5,1969,1969,1844,0,0,1844,2,0,3,1,7,1,0,73,216,0,0,0,0,12,2006,Pave,IR1,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Gd,Gd,CBlock,GasA,Gd,Y,Y,Normal,SBrkr,1110.0,0.0,734.0,1844.0,540.0,2.0,0.0,1.0,312.0,1969.0,101.02723693847656,WD,Plywood,Plywood,Gd,AllPub,Typ,RL,BrkFace,Rec,Unf,Av,TA,TA,Attchd,RFn,TA,TA,TA
1420,1421,60,11700,6,6,1968,1968,708,708,0,1416,2,1,3,1,7,1,0,169,0,0,119,0,0,5,2006,Pave,Reg,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,Y,Normal,SBrkr,404.0,0.0,304.0,708.0,776.0,2.0,0.0,0.0,420.0,1968.0,90.0,WD,HdBoard,HdBoard,TA,AllPub,Typ,RL,BrkFace,ALQ,Unf,No,TA,TA,Attchd,RFn,TA,TA,TA
1421,1422,120,4043,6,5,1977,1977,1069,0,0,1069,2,0,2,1,4,1,0,55,0,0,165,0,0,7,2010,Pave,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,360.0,0.0,709.0,1069.0,440.0,2.0,0.0,0.0,0.0,1977.0,53.0,WD,Plywood,Plywood,TA,AllPub,Typ,RL,None,ALQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Fa
1422,1423,120,4435,6,5,2003,2003,848,0,0,848,1,0,1,1,3,0,140,0,0,0,0,0,0,3,2008,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,686.0,0.0,162.0,848.0,420.0,2.0,0.0,1.0,170.0,2003.0,37.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RM,BrkFace,GLQ,Unf,Av,Gd,TA,Attchd,Fin,TA,TA,Gd
1423,1424,80,19690,6,7,1966,1966,1575,626,0,2201,2,0,4,1,8,1,586,236,0,0,0,738,0,8,2006,Pave,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,Flat,Tar&Grv,Gd,Gd,CBlock,GasA,TA,Y,Y,Alloca,SBrkr,0.0,0.0,697.0,697.0,432.0,2.0,0.0,0.0,0.0,1966.0,79.45327758789062,WD,Plywood,Plywood,Gd,AllPub,Typ,RL,None,Unf,Unf,Av,Gd,TA,Attchd,Unf,Gd,Gd,Gd
1424,1425,20,9503,5,5,1958,1983,1344,0,0,1344,1,0,2,1,6,1,316,28,0,0,0,0,0,6,2007,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,457.0,374.0,193.0,1024.0,484.0,1.0,0.0,1.0,0.0,1970.0,75.9637222290039,WD,HdBoard,HdBoard,TA,AllPub,Min1,RL,None,ALQ,Rec,No,TA,TA,Detchd,Unf,TA,TA,TA
1425,1426,20,10721,6,6,1959,1959,1252,0,0,1252,1,0,3,1,7,0,0,39,0,0,0,0,0,10,2008,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Gd,TA,CBlock,GasA,Ex,Y,Y,Normal,SBrkr,0.0,0.0,1252.0,1252.0,528.0,2.0,0.0,0.0,243.0,1960.0,80.0,WD,HdBoard,HdBoard,Gd,AllPub,Typ,RL,Stone,Unf,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
1426,1427,60,10944,7,5,1994,1994,1223,904,0,2127,2,1,3,1,5,2,171,132,0,0,0,0,0,8,2008,Pave,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1000.0,0.0,223.0,1223.0,525.0,2.0,0.0,1.0,448.0,1994.0,81.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,GLQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,TA
1427,1428,50,10930,5,6,1945,1950,1048,510,0,1558,1,1,3,1,6,1,0,0,0,0,0,0,0,4,2008,Pave,Reg,Bnk,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,FuseA,580.0,0.0,333.0,913.0,288.0,1.0,0.0,1.0,0.0,1962.0,60.0,WD,MetalSd,MetalSd,TA,AllPub,Typ,RL,None,BLQ,Unf,No,TA,TA,Attchd,Unf,TA,TA,TA
1428,1429,30,7200,5,7,1940,1992,804,0,0,804,1,0,2,1,4,2,0,0,154,0,0,0,0,2,2010,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,Gd,CBlock,GasA,TA,Y,Y,Abnorml,SBrkr,510.0,0.0,278.0,788.0,240.0,1.0,0.0,1.0,294.0,1940.0,60.0,WD,MetalSd,MetalSd,Gd,AllPub,Typ,RM,Stone,BLQ,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
1429,1430,20,12546,6,7,1981,1981,1440,0,0,1440,2,0,3,1,7,1,0,0,99,0,0,0,0,4,2007,Pave,IR1,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Gd,Gd,CBlock,GasA,Ex,Y,Y,Normal,SBrkr,678.0,0.0,762.0,1440.0,467.0,2.0,0.0,0.0,310.0,1981.0,91.5704116821289,WD,MetalSd,MetalSd,Gd,AllPub,Typ,RL,BrkFace,BLQ,Unf,No,Gd,TA,Attchd,Fin,TA,TA,TA
1430,1431,60,21930,5,5,2005,2005,734,1104,0,1838,2,1,4,1,7,1,100,40,0,0,0,0,0,7,2006,Pave,IR3,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,0.0,0.0,732.0,732.0,372.0,2.0,0.0,0.0,0.0,2005.0,60.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Unf,Unf,Av,Gd,Gd,BuiltIn,Fin,TA,TA,Gd
1431,1432,120,4928,6,6,1976,1976,958,0,0,958,2,0,2,1,5,0,0,60,0,0,0,0,0,10,2009,Pave,IR1,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,958.0,0.0,0.0,958.0,440.0,2.0,0.0,0.0,0.0,1976.0,44.474525451660156,WD,Plywood,Plywood,TA,AllPub,Typ,RL,None,LwQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
1432,1433,30,10800,4,6,1927,2007,968,0,0,968,2,0,4,1,5,0,0,0,0,0,0,0,0,8,2007,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,BrkTil,GasA,TA,Y,Y,Normal,SBrkr,0.0,0.0,656.0,656.0,216.0,1.0,0.0,0.0,0.0,1928.0,60.0,WD,Wd Sdng,Wd Sdng,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Detchd,Unf,Fa,Fa,Gd
1433,1434,60,10261,6,5,2000,2000,962,830,0,1792,2,1,3,1,8,1,0,0,0,0,0,0,0,5,2008,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,0.0,0.0,936.0,936.0,451.0,2.0,0.0,1.0,318.0,2000.0,93.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,BrkFace,Unf,Unf,No,Gd,TA,Attchd,Fin,TA,TA,TA
1434,1435,20,17400,5,5,1977,1977,1126,0,0,1126,2,0,3,1,5,1,295,41,0,0,0,0,0,5,2006,Pave,Reg,Low,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,Fa,Y,P,Normal,SBrkr,936.0,0.0,190.0,1126.0,484.0,2.0,0.0,1.0,0.0,1977.0,80.0,WD,BrkFace,BrkFace,TA,AllPub,Typ,RL,None,ALQ,Unf,No,TA,TA,Attchd,RFn,TA,TA,Gd
1435,1436,20,8400,6,9,1962,2005,1537,0,0,1537,1,1,3,1,7,1,0,36,0,0,0,0,0,7,2008,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Gd,Gd,CBlock,GasA,TA,Y,Y,Abnorml,SBrkr,0.0,0.0,1319.0,1319.0,462.0,2.0,0.0,1.0,237.0,1962.0,80.0,COD,Wd Sdng,Wd Sdng,Gd,AllPub,Typ,RL,BrkFace,Unf,Unf,No,TA,TA,Attchd,RFn,TA,TA,Gd
1436,1437,20,9000,4,6,1971,1971,864,0,0,864,1,0,3,1,5,0,0,0,0,0,0,0,0,5,2007,Pave,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,PConc,GasA,TA,Y,Y,Normal,SBrkr,616.0,0.0,248.0,864.0,528.0,2.0,0.0,0.0,0.0,1974.0,60.0,WD,HdBoard,HdBoard,TA,AllPub,Typ,RL,None,ALQ,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
1437,1438,20,12444,8,5,2008,2008,1932,0,0,1932,2,0,2,1,7,1,0,66,0,304,0,0,0,11,2008,Pave,Reg,Lvl,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,Y,Partial,SBrkr,1336.0,0.0,596.0,1932.0,774.0,3.0,0.0,1.0,426.0,2008.0,96.0,New,VinylSd,VinylSd,Ex,AllPub,Typ,RL,Stone,GLQ,Unf,Av,Ex,TA,Attchd,Fin,TA,TA,Gd
1438,1439,20,7407,6,7,1957,1996,1236,0,0,1236,1,0,2,1,6,0,0,158,158,0,0,0,0,4,2010,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,FuseA,600.0,0.0,312.0,912.0,923.0,2.0,0.0,1.0,0.0,1957.0,90.0,WD,MetalSd,MetalSd,TA,AllPub,Typ,RM,None,GLQ,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
1439,1440,60,11584,7,6,1979,1979,1040,685,0,1725,2,1,3,1,6,1,0,88,216,0,0,0,0,11,2007,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,315.0,110.0,114.0,539.0,550.0,2.0,0.0,0.0,96.0,1979.0,80.0,WD,HdBoard,HdBoard,TA,AllPub,Typ,RL,BrkFace,GLQ,Rec,No,TA,TA,Attchd,RFn,TA,TA,TA
1440,1441,70,11526,6,7,1922,1994,1423,748,384,2555,2,0,3,1,11,1,431,0,0,0,0,0,0,9,2008,Pave,IR1,Bnk,Inside,Mod,Crawfor,Norm,Norm,1Fam,2.5Fin,Gable,CompShg,TA,TA,BrkTil,GasA,Fa,Y,Y,Normal,SBrkr,0.0,0.0,588.0,588.0,672.0,2.0,0.0,0.0,0.0,1993.0,79.0,WD,MetalSd,MetalSd,TA,AllPub,Min1,RL,None,Unf,Unf,No,Ex,TA,Detchd,Fin,TA,TA,Gd
1441,1442,120,4426,6,5,2004,2004,848,0,0,848,1,0,1,1,3,1,149,0,0,0,0,0,0,5,2008,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,697.0,0.0,151.0,848.0,420.0,2.0,0.0,1.0,147.0,2004.0,38.62833786010742,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RM,BrkFace,GLQ,Unf,Av,Gd,TA,Attchd,RFn,TA,TA,TA
1442,1443,60,11003,10,5,2008,2008,1026,981,0,2007,2,1,3,1,10,1,168,52,0,0,0,0,0,4,2009,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,Ex,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,765.0,0.0,252.0,1017.0,812.0,3.0,0.0,1.0,160.0,2008.0,85.0,WD,VinylSd,VinylSd,Ex,AllPub,Typ,FV,Stone,GLQ,Unf,Av,Ex,TA,Attchd,Fin,TA,TA,Ex
1443,1444,30,8854,6,6,1916,1950,952,0,0,952,1,0,2,1,4,1,0,98,0,0,40,0,0,5,2009,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,TA,TA,BrkTil,Grav,Fa,N,P,Normal,FuseF,0.0,0.0,952.0,952.0,192.0,1.0,0.0,0.0,0.0,1916.0,58.34681701660156,WD,Wd Sdng,Wd Sdng,Fa,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Detchd,Unf,Fa,Po,Gd
1444,1445,20,8500,7,5,2004,2004,1422,0,0,1422,2,0,3,1,7,0,192,60,0,0,0,0,0,11,2007,Pave,Reg,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,0.0,0.0,1422.0,1422.0,626.0,2.0,0.0,0.0,106.0,2004.0,63.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,Unf,Unf,Av,Gd,TA,Attchd,RFn,TA,TA,Gd
1445,1446,85,8400,6,5,1966,1966,913,0,0,913,1,0,3,1,6,0,0,0,252,0,0,0,0,5,2007,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,Y,Normal,SBrkr,187.0,627.0,0.0,814.0,240.0,1.0,0.0,1.0,0.0,1990.0,70.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,LwQ,Rec,Gd,TA,TA,Detchd,Unf,TA,TA,Gd
1446,1447,20,26142,5,7,1962,1962,1188,0,0,1188,1,0,3,1,6,0,261,39,0,0,0,0,0,4,2010,Pave,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,P,Normal,SBrkr,593.0,0.0,595.0,1188.0,312.0,1.0,0.0,0.0,189.0,1962.0,65.40024566650389,WD,HdBoard,HdBoard,TA,AllPub,Typ,RL,BrkFace,Rec,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
1447,1448,60,10000,8,5,1995,1996,1220,870,0,2090,2,1,3,1,8,1,0,65,0,0,0,0,0,12,2007,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1079.0,0.0,141.0,1220.0,556.0,2.0,0.0,1.0,438.0,1995.0,80.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,GLQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,TA
1448,1449,50,11767,4,7,1910,2000,796,550,0,1346,1,1,2,1,6,0,168,24,0,0,0,0,0,5,2007,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,TA,CBlock,GasA,Gd,N,Y,Normal,SBrkr,0.0,0.0,560.0,560.0,384.0,1.0,0.0,0.0,0.0,1950.0,70.0,WD,MetalSd,HdBoard,TA,AllPub,Min2,RL,None,Unf,Unf,No,Fa,TA,Detchd,Unf,Fa,TA,Gd
1449,1450,180,1533,5,7,1970,1970,630,0,0,630,1,0,1,1,3,0,0,0,0,0,0,0,0,8,2006,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,Y,Abnorml,SBrkr,553.0,0.0,77.0,630.0,0.0,0.0,0.0,1.0,0.0,1968.561279296875,21.0,WD,CemntBd,CmentBd,Ex,AllPub,Typ,RM,None,GLQ,Unf,Av,Gd,TA,Detchd,Unf,TA,TA,Gd
1450,1451,90,9000,5,5,1974,1974,896,896,0,1792,2,2,4,2,8,0,32,45,0,0,0,0,0,9,2009,Pave,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,0.0,0.0,896.0,896.0,0.0,0.0,0.0,0.0,0.0,1972.4169921875,60.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Unf,Unf,No,Gd,TA,Attchd,Unf,TA,TA,Gd
1451,1452,20,9262,8,5,2008,2009,1578,0,0,1578,2,0,3,1,7,1,0,36,0,0,0,0,0,5,2009,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Partial,SBrkr,0.0,0.0,1573.0,1573.0,840.0,3.0,0.0,0.0,194.0,2008.0,78.0,New,CemntBd,CmentBd,Ex,AllPub,Typ,RL,Stone,Unf,Unf,No,Gd,TA,Attchd,Fin,TA,TA,Gd
1452,1453,180,3675,5,5,2005,2005,1072,0,0,1072,1,0,2,1,5,0,0,28,0,0,0,0,0,5,2006,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,Y,Normal,SBrkr,547.0,0.0,0.0,547.0,525.0,2.0,0.0,1.0,80.0,2005.0,35.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RM,BrkFace,GLQ,Unf,Gd,Gd,TA,Basment,Fin,TA,TA,Gd
1453,1454,20,17217,5,5,2006,2006,1140,0,0,1140,1,0,3,1,6,0,36,56,0,0,0,0,0,7,2006,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,Y,Abnorml,SBrkr,0.0,0.0,1140.0,1140.0,0.0,0.0,0.0,0.0,0.0,2005.2991943359373,90.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Unf,Unf,No,Gd,TA,Attchd,Unf,TA,TA,Gd
1454,1455,20,7500,7,5,2004,2005,1221,0,0,1221,2,0,2,1,6,0,0,113,0,0,0,0,0,10,2009,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,410.0,0.0,811.0,1221.0,400.0,2.0,0.0,1.0,0.0,2004.0,62.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,FV,None,GLQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
